Reporting_Period,County,Facility_Name,    Number_of_Incarcerated_in_the_Facility    ,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
03/06/21,San Diego,Vista Facility,637,25,0,,,,0,0,0,,,,,
03/13/21,San Diego,Vista Facility,630,15,0,,,,0,0,0,,,,,
03/20/21,San Diego,Vista Facility,631,20,0,,,,0,0,<11,,,,,
03/27/21,San Diego,Vista Facility,681,40,0,,,,0,<11,0,,,,,
04/03/21,San Diego,Vista Facility,664,48,<11,,,,0,0,0,,,,,
04/10/21,San Diego,Vista Facility,660,33,0,,,,0,0,0,,,,,
04/17/21,San Diego,Vista Facility,643,25,0,,,,0,0,0,,,,,
04/24/21,San Diego,Vista Facility,643,30,0,,,,0,0,0,,,,,
05/01/21,San Diego,Vista Facility,624,30,0,,,,0,0,0,,,,,
05/08/21,San Diego,Vista Facility,659,48,0,,,,0,0,0,,,,,
05/15/21,San Diego,Vista Facility,645,39,0,,,,0,0,0,,,,,
05/22/21,San Diego,Vista Facility,638,38,0,,,,0,0,0,,,,,
05/29/21,San Diego,Vista Facility,647,26,0,,,,0,0,0,,,,,
06/05/21,San Diego,Vista Facility,650,20,0,,,,0,0,0,,,,,
06/12/21,San Diego,Vista Facility,631,23,0,,,,0,0,0,,,,,
06/19/21,San Diego,Vista Facility,610,<11,0,,,,0,0,0,,,,,
06/26/21,San Diego,Vista Facility,640,12,0,,,,0,0,0,,,,,
07/03/21,San Diego,Vista Facility,629,18,0,,,,0,0,0,,,,,
07/10/21,San Diego,Vista Facility,613,<11,0,,,,0,0,0,,,,,
07/17/21,San Diego,Vista Facility,625,<11,0,,,,0,0,0,,,,,
07/24/21,San Diego,Vista Facility,606,<11,0,,,,0,0,0,,,,,
07/31/21,San Diego,Vista Facility,580,33,0,,,,0,0,0,,,,,
08/07/21,San Diego,Vista Facility,660,53,<11,,,,0,0,0,,,,,
08/14/21,San Diego,Vista Facility,679,109,<11,,,,0,0,0,,,,,
08/21/21,San Diego,Vista Facility,654,39,<11,,,,0,0,0,,,,,
08/28/21,San Diego,Vista Facility,667,67,<11,,,,0,0,0,,,,,
09/04/21,San Diego,Vista Facility,663,24,<11,,,,0,0,0,,,,,
09/11/21,San Diego,Vista Facility,654,92,<11,,,,0,0,0,,,,,
09/18/21,San Diego,Vista Facility,631,62,<11,,,,0,0,0,,,,,
09/25/21,San Diego,Vista Facility,662,76,0,,,,0,0,0,,,,,
10/02/21,San Diego,Vista Facility,676,58,<11,,,,0,0,0,,,,,
10/09/21,San Diego,Vista Facility,688,82,0,,,,0,0,0,,,,,
10/16/21,San Diego,Vista Facility,666,52,<11,,,,0,0,0,,,,,
10/23/21,San Diego,Vista Facility,650,43,0,,,,0,0,0,,,,,
10/30/21,San Diego,Vista Facility,662,66,0,,,,0,0,0,,,,,
11/06/21,San Diego,Vista Facility,665,108,<11,,,,0,0,0,,,,,
11/13/21,San Diego,Vista Facility,687,50,<11,,,,<11,0,0,,,,,
11/20/21,San Diego,Vista Facility,662,111,<11,,,,0,0,0,,,,,
11/27/21,San Diego,Vista Facility,679,86,<11,,,,0,0,0,,,,,
12/04/21,San Diego,Vista Facility,619,197,25,,,,0,0,0,,,,,
12/11/21,San Diego,Vista Facility,630,214,<11,,,,0,0,0,,,,,
12/18/21,San Diego,Vista Facility,613,183,<11,,,,0,<11,0,,,,,
12/25/21,San Diego,Vista Facility,620,183,<11,,,,0,22,0,,,,,
01/01/22,San Diego,Vista Facility,642,186,<11,,,,0,<11,0,,,,,
01/08/22,San Diego,Vista Facility,630,158,<11,,,,0,0,0,,,,,
01/15/22,San Diego,Vista Facility,631,208,19,,,,0,0,0,,,,,
01/22/22,San Diego,Vista Facility,612,258,57,,,,0,0,0,,,,,
01/29/22,San Diego,Vista Facility,612,291,66,,,,0,<11,0,,,,,
02/05/22,San Diego,Vista Facility,661,224,21,,,,0,<11,0,,,,,
02/12/22,San Diego,Vista Facility,682,224,12,,,,0,<11,0,,,,,
02/19/22,San Diego,Vista Facility,678,210,<11,,,,0,0,0,,,,,
02/26/22,San Diego,Vista Facility,664,196,<11,,,,0,<11,0,,,,,
03/05/22,San Diego,Vista Facility,636,233,<11,,,,0,0,0,,,,,
03/12/22,San Diego,Vista Facility,601,246,<11,,,,0,0,0,,,,,
03/19/22,San Diego,Vista Facility,593,271,<11,,,,0,<11,0,,,,,
07/25/20,San Diego,Work Furlough/Corr. Alternative,203,12,<11,,,,0,25,0,,,,,
08/01/20,San Diego,Work Furlough/Corr. Alternative,187,0,0,,,,0,<11,0,,,,,
08/08/20,San Diego,Work Furlough/Corr. Alternative,191,0,0,,,,0,0,0,,,,,
08/15/20,San Diego,Work Furlough/Corr. Alternative,206,<11,0,,,,0,0,0,,,,,
08/22/20,San Diego,Work Furlough/Corr. Alternative,211,<11,0,,,,0,0,0,,,,,
08/29/20,San Diego,Work Furlough/Corr. Alternative,198,0,0,,,,0,0,0,,,,,
09/05/20,San Diego,Work Furlough/Corr. Alternative,209,0,0,,,,0,0,0,,,,,
09/12/20,San Diego,Work Furlough/Corr. Alternative,233,0,0,,,,0,0,0,,,,,
09/19/20,San Diego,Work Furlough/Corr. Alternative,230,0,0,,,,0,0,0,,,,,
09/26/20,San Diego,Work Furlough/Corr. Alternative,230,0,0,,,,0,0,0,,,,,
10/03/20,San Diego,Work Furlough/Corr. Alternative,231,0,0,,,,0,0,0,,,,,
10/10/20,San Diego,Work Furlough/Corr. Alternative,234,0,0,,,,0,0,0,,,,,
10/17/20,San Diego,Work Furlough/Corr. Alternative,234,<11,0,,,,0,0,0,,,,,
10/24/20,San Diego,Work Furlough/Corr. Alternative,230,0,0,,,,0,0,0,,,,,
10/31/20,San Diego,Work Furlough/Corr. Alternative,230,<11,<11,,,,<11,0,0,,,,,
11/07/20,San Diego,Work Furlough/Corr. Alternative,224,<11,<11,,,,0,0,0,,,,,
11/14/20,San Diego,Work Furlough/Corr. Alternative,228,0,0,,,,0,<11,0,,,,,
11/21/20,San Diego,Work Furlough/Corr. Alternative,215,0,0,,,,0,0,0,,,,,
11/28/20,San Diego,Work Furlough/Corr. Alternative,254,<11,0,,,,0,0,0,,,,,
12/05/20,San Diego,Work Furlough/Corr. Alternative,211,<11,<11,,,,0,0,0,,,,,
12/12/20,San Diego,Work Furlough/Corr. Alternative,208,35,0,,,,0,0,0,,,,,
12/19/20,San Diego,Work Furlough/Corr. Alternative,218,<11,0,,,,0,0,0,,,,,
12/26/20,San Diego,Work Furlough/Corr. Alternative,206,<11,<11,,,,0,0,0,,,,,
01/02/21,San Diego,Work Furlough/Corr. Alternative,208,<11,<11,,,,0,0,0,,,,,
01/09/21,San Diego,Work Furlough/Corr. Alternative,227,0,0,,,,0,<11,0,,,,,
01/16/21,San Diego,Work Furlough/Corr. Alternative,210,<11,<11,,,,0,0,0,,,,,
01/23/21,San Diego,Work Furlough/Corr. Alternative,216,0,0,,,,0,<11,0,,,,,
01/30/21,San Diego,Work Furlough/Corr. Alternative,216,0,0,,,,0,0,0,,,,,
02/06/21,San Diego,Work Furlough/Corr. Alternative,215,0,0,,,,0,0,0,,,,,
02/13/21,San Diego,Work Furlough/Corr. Alternative,211,0,0,,,,0,0,0,,,,,
02/20/21,San Diego,Work Furlough/Corr. Alternative,212,0,0,,,,0,0,0,,,,,
02/27/21,San Diego,Work Furlough/Corr. Alternative,200,<11,0,,,,0,0,0,,,,,
03/06/21,San Diego,Work Furlough/Corr. Alternative,205,0,0,,,,0,0,0,,,,,
03/13/21,San Diego,Work Furlough/Corr. Alternative,206,0,0,,,,0,0,0,,,,,
03/20/21,San Diego,Work Furlough/Corr. Alternative,210,0,0,,,,0,0,0,,,,,
03/27/21,San Diego,Work Furlough/Corr. Alternative,205,0,0,,,,0,0,0,,,,,
04/03/21,San Diego,Work Furlough/Corr. Alternative,205,0,0,,,,0,0,0,,,,,
04/10/21,San Diego,Work Furlough/Corr. Alternative,206,0,0,,,,0,0,0,,,,,
04/17/21,San Diego,Work Furlough/Corr. Alternative,180,0,0,,,,0,0,0,,,,,
04/24/21,San Diego,Work Furlough/Corr. Alternative,187,0,0,,,,0,0,0,,,,,
05/01/21,San Diego,Work Furlough/Corr. Alternative,190,<11,0,,,,0,0,0,,,,,
05/08/21,San Diego,Work Furlough/Corr. Alternative,192,0,0,,,,0,0,0,,,,,
05/15/21,San Diego,Work Furlough/Corr. Alternative,195,0,0,,,,0,0,0,,,,,
05/22/21,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
05/29/21,San Diego,Work Furlough/Corr. Alternative,196,0,0,,,,0,0,0,,,,,
06/05/21,San Diego,Work Furlough/Corr. Alternative,197,<11,0,,,,0,0,0,,,,,
06/12/21,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
06/19/21,San Diego,Work Furlough/Corr. Alternative,198,0,0,,,,0,0,0,,,,,
06/26/21,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
07/03/21,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
07/10/21,San Diego,Work Furlough/Corr. Alternative,201,0,0,,,,0,0,0,,,,,
07/17/21,San Diego,Work Furlough/Corr. Alternative,234,<11,<11,,,,0,0,0,,,,,
07/24/21,San Diego,Work Furlough/Corr. Alternative,234,0,0,,,,0,0,0,,,,,
07/31/21,San Diego,Work Furlough/Corr. Alternative,225,<11,<11,,,,0,0,0,,,,,
08/07/21,San Diego,Work Furlough/Corr. Alternative,227,<11,<11,,,,0,0,0,,,,,
08/14/21,San Diego,Work Furlough/Corr. Alternative,230,0,0,,,,0,0,0,,,,,
08/21/21,San Diego,Work Furlough/Corr. Alternative,225,<11,0,,,,0,0,0,,,,,
08/28/21,San Diego,Work Furlough/Corr. Alternative,225,<11,<11,,,,0,0,0,,,,,
09/04/21,San Diego,Work Furlough/Corr. Alternative,215,0,0,,,,0,<11,0,,,,,
09/11/21,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
09/18/21,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
09/25/21,San Diego,Work Furlough/Corr. Alternative,201,0,0,,,,0,0,0,,,,,
10/02/21,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
10/09/21,San Diego,Work Furlough/Corr. Alternative,186,<11,<11,,,,0,0,0,,,,,
10/16/21,San Diego,Work Furlough/Corr. Alternative,183,<11,<11,,,,0,0,0,,,,,
10/23/21,San Diego,Work Furlough/Corr. Alternative,179,0,0,,,,0,0,0,,,,,
10/30/21,San Diego,Work Furlough/Corr. Alternative,224,0,0,,,,0,0,0,,,,,
11/06/21,San Diego,Work Furlough/Corr. Alternative,224,0,0,,,,0,0,0,,,,,
11/13/21,San Diego,Work Furlough/Corr. Alternative,225,0,0,,,,0,0,0,,,,,
11/20/21,San Diego,Work Furlough/Corr. Alternative,225,0,0,,,,0,0,0,,,,,
11/27/21,San Diego,Work Furlough/Corr. Alternative,220,0,0,,,,0,0,0,,,,,
12/04/21,San Diego,Work Furlough/Corr. Alternative,220,<11,0,,,,0,0,0,,,,,
12/11/21,San Diego,Work Furlough/Corr. Alternative,216,0,0,,,,0,0,0,,,,,
12/18/21,San Diego,Work Furlough/Corr. Alternative,216,0,0,,,,0,0,0,,,,,
12/25/21,San Diego,Work Furlough/Corr. Alternative,225,0,0,,,,0,0,0,,,,,
01/01/22,San Diego,Work Furlough/Corr. Alternative,218,0,<11,,,,0,0,0,,,,,
01/08/22,San Diego,Work Furlough/Corr. Alternative,200,<11,0,,,,0,0,0,,,,,
01/15/22,San Diego,Work Furlough/Corr. Alternative,202,70,18,,,,0,0,0,,,,,
01/22/22,San Diego,Work Furlough/Corr. Alternative,189,0,0,,,,0,0,0,,,,,
01/29/22,San Diego,Work Furlough/Corr. Alternative,189,<11,<11,,,,0,0,0,,,,,
02/05/22,San Diego,Work Furlough/Corr. Alternative,190,<11,<11,,,,0,0,0,,,,,
02/12/22,San Diego,Work Furlough/Corr. Alternative,195,0,0,,,,0,0,0,,,,,
02/19/22,San Diego,Work Furlough/Corr. Alternative,200,0,0,,,,0,0,0,,,,,
02/26/22,San Diego,Work Furlough/Corr. Alternative,208,0,0,,,,0,0,0,,,,,
03/05/22,San Diego,Work Furlough/Corr. Alternative,225,0,0,,,,0,0,0,,,,,
03/12/22,San Diego,Work Furlough/Corr. Alternative,259,0,0,,,,0,0,0,,,,,
03/19/22,San Diego,Work Furlough/Corr. Alternative,256,0,0,,,,0,0,0,,,,,
07/25/20,San Diego,,,,,,,,,,,,22,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed <11, Resolved <11"
08/01/20,San Diego,,,,,,,,,,,,15,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved <11"
08/08/20,San Diego,,,,,,,,,,,,13,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
08/15/20,San Diego,,,,,,,,,,,,<11,0,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
08/22/20,San Diego,,,,,,,,,,,,<11,0,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
08/29/20,San Diego,,,,,,,,,,,,<11,0,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
09/05/20,San Diego,,,,,,,,,,,,<11,0,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
09/12/20,San Diego,,,,,,,,,,,,<11,0,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
09/19/20,San Diego,,,,,,,,,,,,<11,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
09/26/20,San Diego,,,,,,,,,,,,<11,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
10/03/20,San Diego,,,,,,,,,,,,13,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
10/10/20,San Diego,,,,,,,,,,,,<11,0,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
10/17/20,San Diego,,,,,,,,,,,,<11,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed 0, Resolved 0"
10/24/20,San Diego,,,,,,,,,,,,<11,<11,0,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
10/31/20,San Diego,,,,,,,,,,,,13,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
11/07/20,San Diego,,,,,,,,,,,,17,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
11/14/20,San Diego,,,,,,,,,,,,<11,<11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested >11, Confirmed >11, Resolved 0"
11/21/20,San Diego,,,,,,,,,,,,44,13,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved <11"
11/28/20,San Diego,,,,,,,,,,,,20,11,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed <11, Resolved <11"
12/05/20,San Diego,,,,,,,,,,,,56,27,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed <11, Resolved 0"
12/12/20,San Diego,,,,,,,,,,,,57,27,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 42, Confirmed <11, Resolved 0"
12/19/20,San Diego,,,,,,,,,,,,57,33,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested <11, Confirmed <11, Resolved 0"
12/26/20,San Diego,,,,,,,,,,,,36,19,<11,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
01/02/21,San Diego,,,,,,,,,,,,40,23,13,"The Work Furlough & Residential Re-Entry Center Facility is operated by CoreCivic under contract with the County of SD Probation and Sheriff's Departments and under federal contract with the BOP. Staff: Tested 0, Confirmed 0, Resolved 0"
